PathwayName	PathwayID
MAPK3 (ERK1) activation	REACT:R-HSA-110056
MAPK6/MAPK4 signaling	REACT:R-HSA-5687128
MAPK (ERK1/2) signaling	KEGG:hsa_M00687
MAPK (ERK5) signaling	KEGG:hsa_M00690
MAPK family signaling cascades	REACT:R-HSA-5683057
MAP kinase activation in TLR cascade	REACT:R-HSA-450294
MAPK (JNK) signaling	KEGG:hsa_M00688
MAPK (p38) signaling	KEGG:hsa_M00689
MAPK signaling pathway	KEGG:hsa04010
MAPK targets/ Nuclear events mediated by MAP kinases	REACT:R-HSA-450282
MASTL Facilitates Mitotic Progression	REACT:R-HSA-2465910
Maturity onset diabetes of the young	KEGG:hsa04950
MCM complex	KEGG:hsa_M00285
Measles	KEGG:hsa05162
Meiosis	REACT:R-HSA-1500620
Meiotic recombination	REACT:R-HSA-912446
Meiotic synapsis	REACT:R-HSA-1221632
Melanin biosynthesis	REACT:R-HSA-5662702
Melanogenesis	KEGG:hsa04916
Melanoma	KEGG:hsa05218
Melatonin biosynthesis, tryptophan => serotonin => melatonin	KEGG:hsa_M00037
Membrane binding and targetting of GAG proteins	REACT:R-HSA-174490
Membrane Trafficking	REACT:R-HSA-199991
Metabolic disorders of biological oxidation enzymes	REACT:R-HSA-5579029
Metabolic pathways	KEGG:hsa01100
Metabolism	REACT:R-HSA-1430728
Metabolism of amino acids and derivatives	REACT:R-HSA-71291
Metabolism of Angiotensinogen to Angiotensins	REACT:R-HSA-2022377
Metabolism of carbohydrates	REACT:R-HSA-71387
Metabolism of fat-soluble vitamins	REACT:R-HSA-6806667
Metabolism of folate and pterines	REACT:R-HSA-196757
Metabolism of ingested H2SeO4 and H2SeO3 into H2Se	REACT:R-HSA-2408550
Metabolism of ingested MeSeO2H into MeSeH	REACT:R-HSA-5263617
Metabolism of ingested SeMet, Sec, MeSec into H2Se	REACT:R-HSA-2408508
Metabolism of lipids and lipoproteins	REACT:R-HSA-556833
Metabolism of nitric oxide	REACT:R-HSA-202131
Metabolism of non-coding RNA	REACT:R-HSA-194441
Metabolism of nucleotides	REACT:R-HSA-15869
Metabolism of polyamines	REACT:R-HSA-351202
Metabolism of porphyrins	REACT:R-HSA-189445
Metabolism of proteins	REACT:R-HSA-392499
Metabolism of serotonin	REACT:R-HSA-380612
Metabolism of steroid hormones	REACT:R-HSA-196071
Metabolism of vitamin K	REACT:R-HSA-6806664
Metabolism of vitamins and cofactors	REACT:R-HSA-196854
Metabolism of water-soluble vitamins and cofactors	REACT:R-HSA-196849
Metabolism of xenobiotics by cytochrome P450	KEGG:hsa00980
MET activates PI3K/AKT signaling	REACT:R-HSA-8851907
MET activates PTK2 signaling	REACT:R-HSA-8874081
MET activates PTPN11	REACT:R-HSA-8865999
MET activates RAP1 and RAC1	REACT:R-HSA-8875555
MET activates RAS signaling	REACT:R-HSA-8851805
MET activates STAT3	REACT:R-HSA-8875791
Metal ion SLC transporters	REACT:R-HSA-425410
Metalloprotease DUBs	REACT:R-HSA-5689901
Metallothioneins bind metals	REACT:R-HSA-5661231
Metal sequestration by antimicrobial proteins	REACT:R-HSA-6799990
Methionine degradation	KEGG:hsa_M00035
Methionine salvage pathway	KEGG:hsa_M00034
Methionine salvage pathway	REACT:R-HSA-1237112
Methylation	REACT:R-HSA-156581
Methylation of MeSeH for excretion	REACT:R-HSA-2408552
MET interacts with TNS proteins	REACT:R-HSA-8875513
MET promotes cell motility	REACT:R-HSA-8875878
MET Receptor Activation	REACT:R-HSA-6806942
MET receptor recycling	REACT:R-HSA-8875656
M/G1 Transition	REACT:R-HSA-68874
MGMT-mediated DNA damage reversal	REACT:R-HSA-5657655
MHC class II antigen presentation	REACT:R-HSA-2132295
MicroRNA (miRNA) biogenesis	REACT:R-HSA-203927
MicroRNAs in cancer	KEGG:hsa05206
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	REACT:R-HSA-190840
Mineral absorption	KEGG:hsa04978
Mineralocorticoid biosynthesis	REACT:R-HSA-193993
Minus-strand DNA synthesis	REACT:R-HSA-164516
Miscellaneous digestion events	REACT:R-HSA-8935690
Miscellaneous substrates	REACT:R-HSA-211958
Miscellaneous transport and binding events	REACT:R-HSA-5223345
Mismatch repair	KEGG:hsa03430
Mismatch Repair	REACT:R-HSA-5358508
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	REACT:R-HSA-5358606
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	REACT:R-HSA-5358565
Misspliced GSK3beta mutants stabilize beta-catenin	REACT:R-HSA-5339716
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	REACT:R-HSA-5339717
Mitochondrial ABC transporters	REACT:R-HSA-1369007
Mitochondrial biogenesis	REACT:R-HSA-1592230
Mitochondrial Fatty Acid Beta-Oxidation	REACT:R-HSA-77289
mitochondrial fatty acid beta-oxidation of saturated fatty acids	REACT:R-HSA-77286
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	REACT:R-HSA-77288
Mitochondrial iron-sulfur cluster biogenesis	REACT:R-HSA-1362409
Mitochondrial protein import	REACT:R-HSA-1268020
Mitochondrial transcription initiation	REACT:R-HSA-163282
Mitochondrial transcription termination	REACT:R-HSA-163316
Mitochondrial translation	REACT:R-HSA-5368287
Mitochondrial translation elongation	REACT:R-HSA-5389840
Mitochondrial translation initiation	REACT:R-HSA-5368286
Mitochondrial translation termination	REACT:R-HSA-5419276
Mitochondrial tRNA aminoacylation	REACT:R-HSA-379726
Mitochondrial Uncoupling Proteins	REACT:R-HSA-166187
Mitophagy	REACT:R-HSA-5205647
Mitophagy - animal	KEGG:hsa04137
Mitotic Anaphase	REACT:R-HSA-68882
Mitotic G1-G1/S phases	REACT:R-HSA-453279
Mitotic G2-G2/M phases	REACT:R-HSA-453274
Mitotic Metaphase/Anaphase Transition	REACT:R-HSA-68881
Mitotic Metaphase and Anaphase	REACT:R-HSA-2555396
Mitotic Prometaphase	REACT:R-HSA-68877
Mitotic Prophase	REACT:R-HSA-68875
Mitotic Spindle Checkpoint	REACT:R-HSA-69618
Mitotic Telophase/Cytokinesis	REACT:R-HSA-68884
Molecules associated with elastic fibres	REACT:R-HSA-2129379
Molybdenum cofactor biosynthesis	REACT:R-HSA-947581
Morphine addiction	KEGG:hsa05032
M Phase	REACT:R-HSA-68886
MPS I - Hurler syndrome	REACT:R-HSA-2206302
MPS II - Hunter syndrome	REACT:R-HSA-2206296
MPS IIIA - Sanfilippo syndrome A	REACT:R-HSA-2206307
MPS IIIB - Sanfilippo syndrome B	REACT:R-HSA-2206282
MPS IIIC - Sanfilippo syndrome C	REACT:R-HSA-2206291
MPS IIID - Sanfilippo syndrome D	REACT:R-HSA-2206305
MPS IV - Morquio syndrome A	REACT:R-HSA-2206290
MPS IV - Morquio syndrome B	REACT:R-HSA-2206308
MPS IX - Natowicz syndrome	REACT:R-HSA-2206280
MPS VII - Sly syndrome	REACT:R-HSA-2206292
MPS VI - Maroteaux-Lamy syndrome	REACT:R-HSA-2206285
mRNA 3'-end processing	REACT:R-HSA-72187
mRNA Capping	REACT:R-HSA-72086
mRNA decay by 3' to 5' exoribonuclease	REACT:R-HSA-429958
mRNA decay by 5' to 3' exoribonuclease	REACT:R-HSA-430039
mRNA Editing	REACT:R-HSA-75072
mRNA Editing: A to I Conversion	REACT:R-HSA-75064
mRNA Editing: C to U Conversion	REACT:R-HSA-72200
mRNA Splicing	REACT:R-HSA-72172
mRNA Splicing - Major Pathway	REACT:R-HSA-72163
mRNA Splicing - Minor Pathway	REACT:R-HSA-72165
mRNA surveillance pathway	KEGG:hsa03015
MRN complex	KEGG:hsa_M00291
Mtb iron assimilation by chelation	REACT:R-HSA-1222449
mTORC1-mediated signalling	REACT:R-HSA-166208
mTOR signaling pathway	KEGG:hsa04150
mTOR signalling	REACT:R-HSA-165159
Mucin type O-glycan biosynthesis	KEGG:hsa00512
Mucopolysaccharidoses	REACT:R-HSA-2206281
Multifunctional anion exchangers	REACT:R-HSA-427601
Muscarinic acetylcholine receptors	REACT:R-HSA-390648
Muscle contraction	REACT:R-HSA-397014
MyD88 cascade initiated on plasma membrane	REACT:R-HSA-975871
MyD88 deficiency (TLR2/4)	REACT:R-HSA-5602498
MyD88 deficiency (TLR5)	REACT:R-HSA-5602680
MyD88 dependent cascade initiated on endosome	REACT:R-HSA-975155
MyD88-independent TLR3/TLR4 cascade	REACT:R-HSA-166166
MyD88:Mal cascade initiated on plasma membrane	REACT:R-HSA-166058
Myoclonic epilepsy of Lafora	REACT:R-HSA-3785653
Myogenesis	REACT:R-HSA-525793
Na+/Cl- dependent neurotransmitter transporters	REACT:R-HSA-442660
NADE modulates death signalling	REACT:R-HSA-205025
Na+-dependent glucose transporters	REACT:R-HSA-428808
NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	KEGG:hsa_M00146
NADH dehydrogenase (ubiquinone) 1 beta subcomplex	KEGG:hsa_M00147
NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	KEGG:hsa_M00143
NADH:ubiquinone oxidoreductase, mitochondria	KEGG:hsa_M00142
NADPH regeneration	REACT:R-HSA-389542
Natural killer cell mediated cytotoxicity	KEGG:hsa04650
NCAM1 interactions	REACT:R-HSA-419037
NCAM signaling for neurite out-growth	REACT:R-HSA-375165
Nectin/Necl  trans heterodimerization	REACT:R-HSA-420597
Nef and signal transduction	REACT:R-HSA-164944
Nef Mediated CD4 Down-regulation	REACT:R-HSA-167590
Nef Mediated CD8 Down-regulation	REACT:R-HSA-182218
Nef mediated downregulation of CD28 cell surface expression	REACT:R-HSA-164939
Nef mediated downregulation of MHC class I complex cell surface expression	REACT:R-HSA-164940
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	REACT:R-HSA-164938
Negative epigenetic regulation of rRNA expression	REACT:R-HSA-5250941
Negative feedback regulation of MAPK pathway	REACT:R-HSA-5674499
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	REACT:R-HSA-8866904
Negative regulation of FGFR1 signaling	REACT:R-HSA-5654726
Negative regulation of FGFR2 signaling	REACT:R-HSA-5654727
Negative regulation of FGFR3 signaling	REACT:R-HSA-5654732
Negative regulation of FGFR4 signaling	REACT:R-HSA-5654733
Negative regulation of MAPK pathway	REACT:R-HSA-5675221
Negative regulation of MET activity	REACT:R-HSA-6807004
Negative regulation of TCF-dependent signaling by DVL-interacting proteins	REACT:R-HSA-5368598
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	REACT:R-HSA-3772470
Negative regulation of the PI3K/AKT network	REACT:R-HSA-199418
Negative regulators of RIG-I/MDA5 signaling	REACT:R-HSA-936440
Neomycin, kanamycin and gentamicin biosynthesis	KEGG:hsa00524
Nephrin interactions	REACT:R-HSA-373753
NEP/NS2 Interacts with the Cellular Export Machinery	REACT:R-HSA-168333
Netrin-1 signaling	REACT:R-HSA-373752
Netrin mediated repulsion signals	REACT:R-HSA-418886
Neuroactive ligand-receptor interaction	KEGG:hsa04080
Neurodegenerative Diseases	REACT:R-HSA-8863678
Neurofascin interactions	REACT:R-HSA-447043
Neuronal System	REACT:R-HSA-112316
Neurophilin interactions with VEGF and VEGFR	REACT:R-HSA-194306
Neurotoxicity of clostridium toxins	REACT:R-HSA-168799
Neurotransmitter Clearance In The Synaptic Cleft	REACT:R-HSA-112311
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	REACT:R-HSA-112314
Neurotransmitter Release Cycle	REACT:R-HSA-112310
Neurotransmitter uptake and Metabolism In Glial Cells	REACT:R-HSA-112313
Neurotrophin signaling pathway	KEGG:hsa04722
Neutrophil degranulation	REACT:R-HSA-6798695
NFG and proNGF binds to p75NTR	REACT:R-HSA-205017
NF-kappa B signaling pathway	KEGG:hsa04064
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	REACT:R-HSA-933543
NF-kB is activated and signals survival	REACT:R-HSA-209560
NGF-independant TRKA activation	REACT:R-HSA-187024
NGF processing	REACT:R-HSA-167060
NGF signalling via TRKA from the plasma membrane	REACT:R-HSA-187037
N-Glycan antennae elongation	REACT:R-HSA-975577
N-glycan antennae elongation in the medial/trans-Golgi	REACT:R-HSA-975576
N-Glycan biosynthesis	KEGG:hsa00510
N-glycan biosynthesis, complex type	KEGG:hsa_M00075
N-glycan precursor biosynthesis	KEGG:hsa_M00055
N-glycan precursor trimming	KEGG:hsa_M00073
N-glycan trimming and elongation in the cis-Golgi	REACT:R-HSA-964739
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACT:R-HSA-532668
N-glycosylation by oligosaccharyltransferase	KEGG:hsa_M00072
Nicotinamide salvaging	REACT:R-HSA-197264
Nicotinate and nicotinamide metabolism	KEGG:hsa00760
Nicotinate metabolism	REACT:R-HSA-196807
Nicotine addiction	KEGG:hsa05033
NIK-->noncanonical NF-kB signaling	REACT:R-HSA-5676590
Nitric oxide stimulates guanylate cyclase	REACT:R-HSA-392154
Nitrogen metabolism	KEGG:hsa00910
NOD1/2 Signaling Pathway	REACT:R-HSA-168638
NOD-like receptor signaling pathway	KEGG:hsa04621
Non-alcoholic fatty liver disease (NAFLD)	KEGG:hsa04932
Non-homologous end-joining	KEGG:hsa03450
Nonhomologous End-Joining (NHEJ)	REACT:R-HSA-5693571
Non-integrin membrane-ECM interactions	REACT:R-HSA-3000171
Nonsense-Mediated Decay (NMD)	REACT:R-HSA-927802
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	REACT:R-HSA-975957
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	REACT:R-HSA-975956
Non-small cell lung cancer	KEGG:hsa05223
NoRC negatively regulates rRNA expression	REACT:R-HSA-427413
Norepinephrine Neurotransmitter Release Cycle	REACT:R-HSA-181430
NOSIP mediated eNOS trafficking	REACT:R-HSA-203754
NOSTRIN mediated eNOS trafficking	REACT:R-HSA-203641
NOTCH1 Intracellular Domain Regulates Transcription	REACT:R-HSA-2122947
NOTCH2 Activation and Transmission of Signal to the Nucleus	REACT:R-HSA-2979096
NOTCH2 intracellular domain regulates transcription	REACT:R-HSA-2197563
Notch-HLH transcription pathway	REACT:R-HSA-350054
Notch signaling	KEGG:hsa_M00682
Notch signaling pathway	KEGG:hsa04330
NR1D1 (REV-ERBA) represses gene expression	REACT:R-HSA-1368071
NRAGE signals death through JNK	REACT:R-HSA-193648
NrCAM interactions	REACT:R-HSA-447038
NRIF signals cell death from the nucleus	REACT:R-HSA-205043
NS1 Mediated Effects on Host Pathways	REACT:R-HSA-168276
Nuclear Envelope Breakdown	REACT:R-HSA-2980766
Nuclear Envelope Reassembly	REACT:R-HSA-2995410
Nuclear Events (kinase and transcription factor activation)	REACT:R-HSA-198725
Nuclear import of Rev protein	REACT:R-HSA-180746
Nuclear pore complex	KEGG:hsa_M00427
Nuclear Pore Complex (NPC) Disassembly	REACT:R-HSA-3301854
Nuclear Receptor transcription pathway	REACT:R-HSA-383280
Nuclear signaling by ERBB4	REACT:R-HSA-1251985
Nucleosome assembly	REACT:R-HSA-774815
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	REACT:R-HSA-168643
Nucleotide excision repair	KEGG:hsa03420
Nucleotide Excision Repair	REACT:R-HSA-5696398
Nucleotide-like (purinergic) receptors	REACT:R-HSA-418038
Nucleotide sugar biosynthesis, eukaryotes	KEGG:hsa_M00361
Nucleotide sugar biosynthesis, galactose => UDP-galactose	KEGG:hsa_M00554
Nucleotide sugar biosynthesis, glucose => UDP-glucose	KEGG:hsa_M00549
O2/CO2 exchange in erythrocytes	REACT:R-HSA-1480926
O-glycan biosynthesis, mucin type core	KEGG:hsa_M00056
O-glycosylation of TSR domain-containing proteins	REACT:R-HSA-5173214
Olfactory Signaling Pathway	REACT:R-HSA-381753
Olfactory transduction	KEGG:hsa04740
Oligomerization of connexins into connexons	REACT:R-HSA-190704
O-linked glycosylation	REACT:R-HSA-5173105
O-linked glycosylation of mucins	REACT:R-HSA-913709
Oncogene Induced Senescence	REACT:R-HSA-2559585
Oncogenic MAPK signaling	REACT:R-HSA-6802957
One carbon pool by folate	KEGG:hsa00670
Oocyte meiosis	KEGG:hsa04114
Opioid Signalling	REACT:R-HSA-111885
Opsins	REACT:R-HSA-419771
Orc1 removal from chromatin	REACT:R-HSA-68949
Orexin and neuropeptides FF and QRFP bind to their respective receptors	REACT:R-HSA-389397
Organelle biogenesis and maintenance	REACT:R-HSA-1852241
Organic anion transport	REACT:R-HSA-561048
Organic anion transporters	REACT:R-HSA-428643
Organic cation/anion/zwitterion transport	REACT:R-HSA-549132
Organic cation transport	REACT:R-HSA-549127
Origin recognition complex	KEGG:hsa_M00284
Osteoclast differentiation	KEGG:hsa04380
Other glycan degradation	KEGG:hsa00511
Other semaphorin interactions	REACT:R-HSA-416700
Other types of O-glycan biosynthesis	KEGG:hsa00514
Ovarian steroidogenesis	KEGG:hsa04913
Ovarian tumor domain proteases	REACT:R-HSA-5689896
Oxidative phosphorylation	KEGG:hsa00190
Oxidative Stress Induced Senescence	REACT:R-HSA-2559580
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	REACT:R-HSA-1234162
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	REACT:R-HSA-1234176
Oxytocin signaling pathway	KEGG:hsa04921
p130Cas linkage to MAPK signaling for integrins	REACT:R-HSA-372708
P2Y receptors	REACT:R-HSA-417957
p38MAPK events	REACT:R-HSA-171007
p53-Dependent G1 DNA Damage Response	REACT:R-HSA-69563
p53-Dependent G1/S DNA damage checkpoint	REACT:R-HSA-69580
p53-Independent DNA Damage Response	REACT:R-HSA-69610
p53-Independent G1/S DNA damage checkpoint	REACT:R-HSA-69613
p53 signaling pathway	KEGG:hsa04115
p75NTR negatively regulates cell cycle via SC1	REACT:R-HSA-193670
p75 NTR receptor-mediated signalling	REACT:R-HSA-193704
p75NTR recruits signalling complexes	REACT:R-HSA-209543
p75NTR regulates axonogenesis	REACT:R-HSA-193697
p75NTR signals via NF-kB	REACT:R-HSA-193639
p97-Ufd1-Npl4 complex	KEGG:hsa_M00400
Packaging of Eight RNA Segments	REACT:R-HSA-168303
Packaging Of Telomere Ends	REACT:R-HSA-171306
Pancreatic cancer	KEGG:hsa05212
Pancreatic secretion	KEGG:hsa04972
Pantothenate and CoA biosynthesis	KEGG:hsa00770
PAOs oxidise polyamines to amines	REACT:R-HSA-141334
Paradoxical activation of RAF signaling by kinase inactive BRAF	REACT:R-HSA-6802955
Parkinson's disease	KEGG:hsa05012
Passive transport by Aquaporins	REACT:R-HSA-432047
Pathogenic Escherichia coli infection	KEGG:hsa05130
Pathways in cancer	KEGG:hsa05200
Pausing and recovery of HIV elongation	REACT:R-HSA-167290
Pausing and recovery of Tat-mediated HIV elongation	REACT:R-HSA-167238
PCNA-Dependent Long Patch Base Excision Repair	REACT:R-HSA-5651801
PCP/CE pathway	REACT:R-HSA-4086400
PD-1 signaling	REACT:R-HSA-389948
PDE3B signalling	REACT:R-HSA-165160
PECAM1 interactions	REACT:R-HSA-210990
Pentose and glucuronate interconversions	KEGG:hsa00040
Pentose phosphate pathway	KEGG:hsa00030
Pentose phosphate pathway disease	REACT:R-HSA-6791465
Pentose phosphate pathway (hexose monophosphate shunt)	REACT:R-HSA-71336
Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	KEGG:hsa_M00007
Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	KEGG:hsa_M00006
Pentose phosphate pathway (Pentose phosphate cycle)	KEGG:hsa_M00004
Peptide chain elongation	REACT:R-HSA-156902
Peptide hormone biosynthesis	REACT:R-HSA-209952
Peptide hormone metabolism	REACT:R-HSA-2980736
Peptide ligand-binding receptors	REACT:R-HSA-375276
PERK regulates gene expression	REACT:R-HSA-381042
Peroxisomal lipid metabolism	REACT:R-HSA-390918
Peroxisome	KEGG:hsa04146
Pertussis	KEGG:hsa05133
Phagosome	KEGG:hsa04145
Phase 0 - rapid depolarisation	REACT:R-HSA-5576892
Phase 1 - Functionalization of compounds	REACT:R-HSA-211945
Phase 1 - inactivation of fast Na+ channels	REACT:R-HSA-5576894
Phase 2 - plateau phase	REACT:R-HSA-5576893
Phase 3 - rapid repolarisation	REACT:R-HSA-5576890
Phase 4 - resting membrane potential	REACT:R-HSA-5576886
Phase II conjugation	REACT:R-HSA-156580
Phenylalanine and tyrosine catabolism	REACT:R-HSA-71182
Phenylalanine metabolism	KEGG:hsa00360
Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG:hsa00400
Phenylketonuria	REACT:R-HSA-2160456
Phosphate bond hydrolysis by NTPDase proteins	REACT:R-HSA-8850843
Phosphate bond hydrolysis by NUDT proteins	REACT:R-HSA-2393930
Phosphatidylcholine (PC) biosynthesis, choline => PC	KEGG:hsa_M00090
Phosphatidylcholine (PC) biosynthesis, PE => PC	KEGG:hsa_M00091
Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	KEGG:hsa_M00092
Phosphatidylinositol signaling system	KEGG:hsa04070
Phospholipase C-mediated cascade: FGFR1	REACT:R-HSA-5654219
Phospholipase C-mediated cascade; FGFR2	REACT:R-HSA-5654221
Phospholipase C-mediated cascade; FGFR3	REACT:R-HSA-5654227
Phospholipase C-mediated cascade; FGFR4	REACT:R-HSA-5654228
Phospholipase D signaling pathway	KEGG:hsa04072
Phospholipid metabolism	REACT:R-HSA-1483257
Phosphonate and phosphinate metabolism	KEGG:hsa00440
phospho-PLA2 pathway	REACT:R-HSA-111995
Phosphorylation of CD3 and TCR zeta chains	REACT:R-HSA-202427
Phosphorylation of Emi1	REACT:R-HSA-176417
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	REACT:R-HSA-69200
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	REACT:R-HSA-170145
Phosphorylation of the APC/C	REACT:R-HSA-176412
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	REACT:R-HSA-4839743
Phototransduction	KEGG:hsa04744
Physiological factors	REACT:R-HSA-5578768
PI3K/AKT activation	REACT:R-HSA-198203
PI3K-Akt signaling	KEGG:hsa_M00676
PI3K/AKT Signaling in Cancer	REACT:R-HSA-2219528
PI3K-Akt signaling pathway	KEGG:hsa04151
PI3K Cascade	REACT:R-HSA-109704
PI-3K cascade:FGFR1	REACT:R-HSA-5654689
PI-3K cascade:FGFR2	REACT:R-HSA-5654695
PI-3K cascade:FGFR3	REACT:R-HSA-5654710
PI-3K cascade:FGFR4	REACT:R-HSA-5654720
PI3K events in ERBB2 signaling	REACT:R-HSA-1963642
PI3K events in ERBB4 signaling	REACT:R-HSA-1250342
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	REACT:R-HSA-6811558
PI5P Regulates TP53 Acetylation	REACT:R-HSA-6811555
PI and PC transport between ER and Golgi membranes	REACT:R-HSA-1483196
PI Metabolism	REACT:R-HSA-1483255
Pink/Parkin Mediated Mitophagy	REACT:R-HSA-5205685
PIP3 activates AKT signaling	REACT:R-HSA-1257604
PIPs transport between early and late endosome membranes	REACT:R-HSA-1660502
PIPs transport between early endosome and Golgi membranes	REACT:R-HSA-1660537
PIPs transport between Golgi and plasma membranes	REACT:R-HSA-1660510
PIPs transport between late endosome and Golgi membranes	REACT:R-HSA-1660508
PIPs transport between plasma and early endosome membranes	REACT:R-HSA-1660524
PIWI-interacting RNA (piRNA) biogenesis	REACT:R-HSA-5601884
PKA activation	REACT:R-HSA-163615
PKA activation in glucagon signalling	REACT:R-HSA-164378
PKA-mediated phosphorylation of CREB	REACT:R-HSA-111931
PKA-mediated phosphorylation of key metabolic factors	REACT:R-HSA-163358
PKB-mediated events	REACT:R-HSA-109703
PKMTs methylate histone lysines	REACT:R-HSA-3214841
Plasmalogen biosynthesis	REACT:R-HSA-75896
Platelet activation	KEGG:hsa04611
Platelet activation, signaling and aggregation	REACT:R-HSA-76002
Platelet Adhesion to exposed collagen	REACT:R-HSA-75892
Platelet Aggregation (Plug Formation)	REACT:R-HSA-76009
Platelet calcium homeostasis	REACT:R-HSA-418360
Platelet degranulation	REACT:R-HSA-114608
Platelet homeostasis	REACT:R-HSA-418346
Platelet sensitization by LDL	REACT:R-HSA-432142
Platinum drug resistance	KEGG:hsa01524
PLC beta mediated events	REACT:R-HSA-112043
PLCG1 events in ERBB2 signaling	REACT:R-HSA-1251932
PLC-gamma1 signalling	REACT:R-HSA-167021
Plus-strand DNA synthesis	REACT:R-HSA-164525
POLB-Dependent Long Patch Base Excision Repair	REACT:R-HSA-110362
Polo-like kinase mediated events	REACT:R-HSA-156711
Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	KEGG:hsa_M00133
Polyamine biosynthesis, arginine => ornithine => putrescine	KEGG:hsa_M00134
Polymerase switching	REACT:R-HSA-69091
Polymerase switching on the C-strand of the telomere	REACT:R-HSA-174411
Porphyrin and chlorophyll metabolism	KEGG:hsa00860
Positive epigenetic regulation of rRNA expression	REACT:R-HSA-5250913
Post-chaperonin tubulin folding pathway	REACT:R-HSA-389977
Post NMDA receptor activation events	REACT:R-HSA-438064
Postsynaptic nicotinic acetylcholine receptors	REACT:R-HSA-622327
Post-transcriptional silencing by small RNAs	REACT:R-HSA-426496
Post-translational modification: synthesis of GPI-anchored proteins	REACT:R-HSA-163125
Post-translational protein modification	REACT:R-HSA-597592
Potassium Channels	REACT:R-HSA-1296071
Potassium transport channels	REACT:R-HSA-1296067
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	REACT:R-HSA-2892247
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	REACT:R-HSA-2892245
PP2A-mediated dephosphorylation of key metabolic factors	REACT:R-HSA-163767
PPARA activates gene expression	REACT:R-HSA-1989781
PPAR signaling pathway	KEGG:hsa03320
PRC2 methylates histones and DNA	REACT:R-HSA-212300
Prefoldin mediated transfer of substrate  to CCT/TriC	REACT:R-HSA-389957
Pregnenolone biosynthesis	REACT:R-HSA-196108
Pre-NOTCH Expression and Processing	REACT:R-HSA-1912422
Pre-NOTCH Processing in Golgi	REACT:R-HSA-1912420
Pre-NOTCH Processing in the Endoplasmic Reticulum	REACT:R-HSA-1912399
Pre-NOTCH Transcription and Translation	REACT:R-HSA-1912408
Presynaptic function of Kainate receptors	REACT:R-HSA-500657
Presynaptic nicotinic acetylcholine receptors	REACT:R-HSA-622323
Presynaptic phase of homologous DNA pairing and strand exchange	REACT:R-HSA-5693616
Primary bile acid biosynthesis	KEGG:hsa00120
Primary immunodeficiency	KEGG:hsa05340
Prion diseases	KEGG:hsa05020
Processing and activation of SUMO	REACT:R-HSA-3215018
Processing of Capped Intron-Containing Pre-mRNA	REACT:R-HSA-72203
Processing of Capped Intronless Pre-mRNA	REACT:R-HSA-75067
Processing of DNA double-strand break ends	REACT:R-HSA-5693607
Processing of Intronless Pre-mRNAs	REACT:R-HSA-77595
Processive synthesis on the C-strand of the telomere	REACT:R-HSA-174414
Processive synthesis on the lagging strand	REACT:R-HSA-69183
Progesterone-mediated oocyte maturation	KEGG:hsa04914
Programmed Cell Death	REACT:R-HSA-5357801
Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	REACT:R-HSA-964827
Prolactin receptor signaling	REACT:R-HSA-1170546
Prolactin signaling pathway	KEGG:hsa04917
Proline biosynthesis, glutamate => proline	KEGG:hsa_M00015
Proline catabolism	REACT:R-HSA-70688
Prolonged ERK activation events	REACT:R-HSA-169893
Propanoate metabolism	KEGG:hsa00640
Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	KEGG:hsa_M00741
Propionyl-CoA catabolism	REACT:R-HSA-71032
